VideoID,CommentID,ThemesJSON
-cuW5q7dJ1A,UgycKeLbypCJbzuz-_N4AaABAg,"{""Conductor insulation types"": 40, ""Conductor sizing and ampacity"": 30, ""Bonding systems"": 30}"
-cuW5q7dJ1A,UgwAF7cVj_nd7yCKNZl4AaABAg,"{""Electrical safety practices"": 40, ""Bonding systems"": 30, ""NEC article interpretation"": 30}"
-cuW5q7dJ1A,UgyNCZz9iioWq3xkZo14AaABAg,"{""Battery storage systems"": 60, ""Conductor terminations and splicing"": 25, ""Wire gauge and conductor selection"": 15}"
-cuW5q7dJ1A,UgxjUpBqCrYddsjkCl14AaABAg,"{""Workmanship and installation quality"": 50, ""Grounding systems"": 20, ""Bonding systems"": 10, ""Conductor sizing and ampacity"": 20}"
-cuW5q7dJ1A,UgyWWXywaYcUAawnMtB4AaABAg,"{""Receptacles and device outlets"": 40, ""Conductor insulation types"": 35, ""Short-circuit protection"": 15, ""Arc fault protection"": 10}"
-cuW5q7dJ1A,UgzaXDwBTU7dTdDgtZl4AaABAg,"{""Electrical safety practices"": 50, ""Conductor terminations and splicing"": 30, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,UgzFGqRYo-iQPOHpfsV4AaABAg,"{""Jobsite workflow, tools, and best practices"": 40, ""Inspection and testing procedures"": 35, ""Conductor terminations and splicing"": 25}"
-cuW5q7dJ1A,UgwU_UJPxHErRaHDKld4AaABAg,"{""Receptacles and device outlets"": 40, ""Grounding systems"": 30, ""Power quality analysis"": 30}"
-cuW5q7dJ1A,UgxSBcqM_hyWyWR491p4AaABAg,"{""Workmanship and installation quality"": 40, ""Grounding systems"": 15, ""Bonding systems"": 15, ""PPE usage and hazard mitigation"": 30}"
-cuW5q7dJ1A,Ugww3IQpRhrEXZdzgyB4AaABAg,"{""Conductor terminations and splicing"": 65, ""Electrical safety practices"": 35}"
-cuW5q7dJ1A,UgzRFzwtLJcwGHLf3Gd4AaABAg,"{""Conductor terminations and splicing"": 65, ""NEC article interpretation"": 35}"
-cuW5q7dJ1A,Ugzn4qbXdNx2ymJeRsh4AaABAg,"{""Audio/visual system wiring"": 40, ""Smart home wiring"": 35, ""Conductor terminations and splicing"": 25}"
-cuW5q7dJ1A,UgytWSGvfVOzBrQiQWl4AaABAg,"{""Conductor terminations and splicing"": 75, ""Cable management and labeling"": 25}"
-cuW5q7dJ1A,Ugywie7KqV_8kU2lNsJ4AaABAg,"{""PPE usage and hazard mitigation"": 70, ""Jobsite workflow, tools, and best practices"": 30}"
-cuW5q7dJ1A,Ugwq-uoAivKUTEE2UFx4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 30, ""Grounding systems"": 30}"
-cuW5q7dJ1A,Ugy_oe42zOchQW4uHnl4AaABAg,"{""Conductor sizing and ampacity"": 80, ""Conductor insulation types"": 20}"
-cuW5q7dJ1A,UgxJobmMf5PTIsebkDN4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,Ugzv_3jFI8tAGvC7Ajx4AaABAg,"{""Inspection and testing procedures"": 30, ""Overcurrent protection"": 35, ""Grounding systems"": 18, ""Bonding systems"": 17}"
-cuW5q7dJ1A,UgwQFbW9ANXKWdjtejR4AaABAg,"{""Conductor terminations and splicing"": 45, ""Wire gauge and conductor selection"": 30, ""Conductor insulation types"": 25}"
-cuW5q7dJ1A,Ugyy8R0X4yOmxUgLTtx4AaABAg,"{""Conductor routing methods"": 45, ""Cable management and labeling"": 35, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,UgxXHqXf58QzRnTbyb94AaABAg,"{""Conductor terminations and splicing"": 65, ""Jobsite workflow, tools, and best practices"": 35}"
-cuW5q7dJ1A,Ugzg4ed4Ju5Z0uDslKR4AaABAg,"{""Electrical theory and fundamentals"": 50, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Code compliance and standards"": 20}"
-cuW5q7dJ1A,UgzUFRFYjsWnHRt_bll4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Code compliance and standards"": 30, ""Arc fault protection"": 15, ""Ground fault protection"": 15}"
-cuW5q7dJ1A,Ugwdopl8Toq2cCMGbsN4AaABAg,"{""Conductor routing methods"": 40, ""Cable management and labeling"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,Ugzh_JLmQozVrPXfSx14AaABAg,"{""Branch circuit design"": 40, ""Fault current paths"": 40, ""Low-voltage systems"": 20}"
-cuW5q7dJ1A,UgxKTjYhHPWebfIvPnB4AaABAg,"{""Arc fault protection"": 20, ""Ground fault protection"": 20, ""Conductor sizing and ampacity"": 35, ""Overcurrent protection"": 25}"
-cuW5q7dJ1A,Ugy6UexQXaGRhPyT5T14AaABAg,"{""Cable management and labeling"": 40, ""Cable tray and cable support systems"": 35, ""Conductor terminations and splicing"": 25}"
-cuW5q7dJ1A,Ugw82equby591jHgHFd4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Jobsite workflow, tools, and best practices"": 35, ""Commissioning and troubleshooting"": 25}"
-cuW5q7dJ1A,UgzC-_et1YY0VsTRQjV4AaABAg,"{""Branch circuit design"": 40, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Wire gauge and conductor selection"": 30}"
-cuW5q7dJ1A,UgwSpJ8eFSmh-XPvm554AaABAg,"{""Jobsite workflow, tools, and best practices"": 40, ""PPE usage and hazard mitigation"": 35, ""Electrical safety practices"": 25}"
-cuW5q7dJ1A,UgzgwUr-tYNidcxY5Ex4AaABAg,"{""Electrical safety practices"": 50, ""Arc fault protection"": 25, ""Conductor routing methods"": 25}"
-cuW5q7dJ1A,UgyVHn970-fgqHr0aUJ4AaABAg,"{""Receptacles and device outlets"": 80, ""Grounding systems"": 10, ""Bonding systems"": 10}"
-cuW5q7dJ1A,Ugw92gY2gmLKVpeBr9d4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgwmY8uoBVRIbk-DOjd4AaABAg,"{""Cable management and labeling"": 50, ""Conductor terminations and splicing"": 30, ""Raceway fill and conductor count"": 20}"
-cuW5q7dJ1A,Ugz6eh6s12izvrNGZ2p4AaABAg,"{""Inspection and testing procedures"": 60, ""Conductor terminations and splicing"": 25, ""Grounding systems"": 15}"
-cuW5q7dJ1A,UgwirKCQTMbghW0eCUp4AaABAg,"{""Conductor terminations and splicing"": 65, ""Workmanship and installation quality"": 35}"
-cuW5q7dJ1A,Ugz40-XNwNigoBrFejx4AaABAg,"{""Cable management and labeling"": 40, ""Cable tray and cable support systems"": 35, ""Conduit and raceway systems"": 25}"
-cuW5q7dJ1A,UgyTemiM0qZmlxOoWqN4AaABAg,"{""Voltage drop and circuit performance"": 40, ""Conductor sizing and ampacity"": 30, ""Workmanship and installation quality"": 30}"
-cuW5q7dJ1A,UgwCFQKZzMNKlFrS7JV4AaABAg,"{""Building automation and controls"": 40, ""Ethernet and communication wiring"": 35, ""Structured cabling systems"": 25}"
-cuW5q7dJ1A,UgznlDYLNd_ytjhIz2l4AaABAg,"{""Luminaires and lighting fixtures"": 25, ""Switching devices and control"": 25, ""Wire gauge and conductor selection"": 25, ""Grounding systems"": 25}"
-cuW5q7dJ1A,UgxvRCxzjmgGPHnrkqt4AaABAg,"{""Switching devices and control"": 40, ""Luminaires and lighting fixtures"": 35, ""Grounding systems"": 25}"
-cuW5q7dJ1A,UgyFvOcvQa_Nx4unf414AaABAg,"{""Grounding systems"": 40, ""Conductor sizing and ampacity"": 35, ""Switching devices and control"": 25}"
-cuW5q7dJ1A,UgxJmHh8uJ3HvlonX594AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 30, ""Switching devices and control"": 30}"
-cuW5q7dJ1A,Ugzo9dyHxBEOdbM6kfV4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 35, ""Switching devices and control"": 25}"
-cuW5q7dJ1A,Ugz9wG1czarcsumw8O94AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgyJP8nkKTJl9FuxW5N4AaABAg,"{""Inspection and testing procedures"": 40, ""Conductor terminations and splicing"": 35, ""Conductor insulation types"": 25}"
-cuW5q7dJ1A,UgzMzivj2ItZndv6-8J4AaABAg,"{""Wire gauge and conductor selection"": 40, ""Switching devices and control"": 35, ""Inspection and testing procedures"": 25}"
-cuW5q7dJ1A,UgyzLkf0-XM_qhyH6AF4AaABAg,"{""Luminaires and lighting fixtures"": 50, ""Lighting system design"": 30, ""Surge protection and transient mitigation"": 20}"
-cuW5q7dJ1A,Ugw5gcCBMhoLB0M5wet4AaABAg,"{""Receptacles and device outlets"": 50, ""Code compliance and standards"": 30, ""Grounding systems"": 10, ""Bonding systems"": 10}"
-cuW5q7dJ1A,UgwD-iHGszRLM0PjA1R4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Voltage drop and circuit performance"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,UgwU5Sm673LnWL1ZCmJ4AaABAg,"{""Conductor terminations and splicing"": 40, ""Workmanship and installation quality"": 60}"
-cuW5q7dJ1A,UgwzzqvH2NQZyJ6fm2J4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 35, ""Grounding systems"": 12, ""Bonding systems"": 13}"
-cuW5q7dJ1A,UgyxKUPbK32sJTSiGvt4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 35, ""Switching devices and control"": 25}"
-cuW5q7dJ1A,Ugy8XC8Feb9jBX2AJW54AaABAg,"{""Conductor terminations and splicing"": 50, ""Workmanship and installation quality"": 30, ""Conductor insulation types"": 20}"
-cuW5q7dJ1A,UgwusXT0CHOZFeNR6_54AaABAg,"{""Conductor terminations and splicing"": 40, ""Receptacles and device outlets"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,Ugx3LLLpP2xSiGQ2t6R4AaABAg,"{""Code compliance and standards"": 50, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Conductor sizing and ampacity"": 20}"
-cuW5q7dJ1A,UgxdGmehC2mgh7GQgpl4AaABAg,"{""Switching devices and control"": 30, ""Luminaires and lighting fixtures"": 25, ""Wire gauge and conductor selection"": 25, ""Grounding systems"": 10, ""Bonding systems"": 10}"
-cuW5q7dJ1A,Ugz8ytg827CNCAXvvq54AaABAg,"{""Conductor terminations and splicing"": 40, ""Cable management and labeling"": 30, ""Electrical safety practices"": 30}"
-cuW5q7dJ1A,Ugy2SyRWZbqaA86nPwp4AaABAg,"{""Electrical theory and fundamentals"": 50, ""Inspection and testing procedures"": 30, ""Power quality analysis"": 20}"
-cuW5q7dJ1A,UgxaiQa6984Uy8CxwRt4AaABAg,"{""Cable management and labeling"": 40, ""Conductor routing methods"": 35, ""Conductor terminations and splicing"": 25}"
-cuW5q7dJ1A,Ugx8J0jJEWA6m9WBbRp4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Switching devices and control"": 30, ""Conductor sizing and ampacity"": 30}"
-cuW5q7dJ1A,Ugyd4UqKGigrx_huX654AaABAg,"{""Conductor routing methods"": 50, ""Conductor terminations and splicing"": 30, ""Cable management and labeling"": 20}"
-cuW5q7dJ1A,UgxDYwM9RCjOLmxb7qh4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,Ugz3-ExltzY9A2ZNOZN4AaABAg,"{""Cable management and labeling"": 45, ""Conductor terminations and splicing"": 25, ""Conductor insulation types"": 20, ""Electrical enclosures and boxes"": 10}"
-cuW5q7dJ1A,Ugwid1VEKjuzGFYiVRp4AaABAg,"{""Audio/visual system wiring"": 100}"
-cuW5q7dJ1A,Ugw9_CokDH8T4yMJOWl4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Wire gauge and conductor selection"": 35, ""Raceway fill and conductor count"": 25}"
-cuW5q7dJ1A,UgxYYwkF5aNB9cw5kYp4AaABAg,"{""Conductor routing methods"": 70, ""Raceway fill and conductor count"": 30}"
-cuW5q7dJ1A,Ugxn0xg-zTeuHv4E-I54AaABAg,"{""Conductor terminations and splicing"": 85, ""Jobsite workflow, tools, and best practices"": 15}"
-cuW5q7dJ1A,Ugzr_CNjk8gaQTk8kVt4AaABAg,"{""Conductor terminations and splicing"": 80, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,Ugx8r50K3rcZed7DJ-N4AaABAg,"{""Short-circuit protection"": 40, ""Battery storage systems"": 60}"
-cuW5q7dJ1A,UgwjvvGVe7ozyzPtPot4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Wire gauge and conductor selection"": 35, ""Voltage drop and circuit performance"": 25}"
-cuW5q7dJ1A,UgywSIrcE-9aw9X3IZF4AaABAg,"{""Electrical safety practices"": 50, ""Overcurrent protection"": 30, ""Conductor insulation types"": 20}"
-cuW5q7dJ1A,Ugxw_0YVAicZRSMzBDh4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 35, ""Conduit and raceway systems"": 25}"
-cuW5q7dJ1A,UgxTXk7ZF7hGzjAqUqd4AaABAg,"{""Dimming and smart control systems"": 50, ""Building automation and controls"": 30, ""Smart home wiring"": 20}"
-cuW5q7dJ1A,UgyWl7wy0DVjsa28YXV4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgzKsW-Ibopszc_YNH54AaABAg,"{""Wire gauge and conductor selection"": 40, ""Conductor terminations and splicing"": 35, ""Overcurrent protection"": 25}"
-cuW5q7dJ1A,UgwnCKV4DsTBZ05QFDR4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conduit and raceway systems"": 35, ""Switching devices and control"": 25}"
-cuW5q7dJ1A,UgzHv9qUwl_wUj8-Tn14AaABAg,"{""Conductor sizing and ampacity"": 40, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Switching devices and control"": 30}"
-cuW5q7dJ1A,Ugw8-BbV746adFUZREV4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Arc fault protection"": 18, ""Ground fault protection"": 17, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,UgxLkeAbWQrKaXc7sdN4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgywljyIqBhUMybwGDJ4AaABAg,"{""Conductor terminations and splicing"": 75, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,UgzEQYfYoSNrI6JhUv54AaABAg,"{""Branch circuit design"": 75, ""Junction boxes and pull boxes"": 25}"
-cuW5q7dJ1A,UgwvFM6fNYswyA6jOmZ4AaABAg,"{""Code compliance and standards"": 40, ""Conductor terminations and splicing"": 35, ""Workmanship and installation quality"": 25}"
-cuW5q7dJ1A,UgzmcLvHxCpSuezIqNJ4AaABAg,"{""Conductor terminations and splicing"": 85, ""Cable management and labeling"": 15}"
-cuW5q7dJ1A,UgzlsIcsEKLQd14F8F54AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,Ugwe2ZWgFrtj5rnn4Ed4AaABAg,"{""Device mounting and installation"": 80, ""Junction boxes and pull boxes"": 20}"
-cuW5q7dJ1A,UgzG4OgA-hDKJKPSnEV4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 30, ""Grounding systems"": 15, ""Bonding systems"": 15}"
-cuW5q7dJ1A,UgzoQ8cKxQCNJ9nC3254AaABAg,"{""Power distribution systems"": 40, ""Switchgear assemblies"": 35, ""Transformers and power conversion"": 25}"
-cuW5q7dJ1A,Ugw4EkEF1OwiHf_4xyh4AaABAg,"{""Overcurrent protection"": 50, ""Arc fault protection"": 15, ""Ground fault protection"": 15, ""Grounding systems"": 10, ""Bonding systems"": 10}"
-cuW5q7dJ1A,UgxSO18TX-0u75rstct4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgwYJTJopa6WGKO0gUx4AaABAg,"{""Conductor routing methods"": 40, ""Cable management and labeling"": 35, ""Raceway fill and conductor count"": 25}"
-cuW5q7dJ1A,Ugz-ee59T6IY_HO24pd4AaABAg,"{""CCTV and surveillance wiring"": 100}"
-cuW5q7dJ1A,UgwjxpJ3VBEfD-XqIht4AaABAg,"{""Jobsite workflow, tools, and best practices"": 40, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Inspection and testing procedures"": 30}"
-cuW5q7dJ1A,UgyPz788eitn5ZW64Nd4AaABAg,"{""Conductor routing methods"": 35, ""Conductor terminations and splicing"": 30, ""Grounding systems"": 10, ""Bonding systems"": 10, ""Arc fault protection"": 8, ""Ground fault protection"": 7}"
-cuW5q7dJ1A,UgwavXwaKrFnIAPwEex4AaABAg,"{""Receptacles and device outlets"": 50, ""Cable management and labeling"": 30, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,UgwMJMbCqoOWMKCYCyV4AaABAg,"{""Conductor terminations and splicing"": 50, ""Jobsite workflow, tools, and best practices"": 30, ""Junction boxes and pull boxes"": 20}"
-cuW5q7dJ1A,UgzMkwulbQNYMk3SqZd4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Workmanship and installation quality"": 35, ""Code compliance and standards"": 25}"
-cuW5q7dJ1A,UgxESmSbQMt9CqF_H-Z4AaABAg,"{""Conductor terminations and splicing"": 40, ""Junction boxes and pull boxes"": 30, ""NEC article interpretation"": 30}"
-cuW5q7dJ1A,UgxFZ_H39Be4zLD20vZ4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgyXTf5XhxbRGxFqPpV4AaABAg,"{""Receptacles and device outlets"": 40, ""Grounding systems"": 13, ""Bonding systems"": 12, ""Code compliance and standards"": 35}"
-cuW5q7dJ1A,UgyWacZERww4YkaL0cZ4AaABAg,"{""Receptacles and device outlets"": 35, ""Code compliance and standards"": 25, ""Conductor insulation types"": 20, ""Grounding systems"": 10, ""Bonding systems"": 10}"
-cuW5q7dJ1A,UgxuqmRWKQPZQWZijch4AaABAg,"{""Low-voltage systems"": 40, ""Power distribution systems"": 40, ""Conductor terminations and splicing"": 20}"
-cuW5q7dJ1A,UgyrD34KDvaEVjdZzqd4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Switching devices and control"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,UgziRo9jEGq6ivxeYD54AaABAg,"{""Switching devices and control"": 40, ""Low-voltage systems"": 60}"
-cuW5q7dJ1A,UgzZfHxk-5Tiu6tMBLt4AaABAg,"{""Audio/visual system wiring"": 75, ""Low-voltage systems"": 25}"
-cuW5q7dJ1A,UgwwIWJYV4-ph2G9I4N4AaABAg,"{""Conductor sizing and ampacity"": 55, ""Conductor routing methods"": 25, ""Short-circuit protection"": 20}"
-cuW5q7dJ1A,Ugxj_mfrM8yJdK1u2Il4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgxDEPwTobaWZZwyTjB4AaABAg,"{""Conductor sizing and ampacity"": 35, ""Power quality analysis"": 35, ""Conductor routing methods"": 30}"
-cuW5q7dJ1A,Ugzg_IB4z2Kf25JfLPx4AaABAg,"{""Jobsite workflow, tools, and best practices"": 50, ""Inspection and testing procedures"": 30, ""Blueprint reading and electrical drafting"": 20}"
-cuW5q7dJ1A,UgzgqXF-XlaLAq2h6SJ4AaABAg,"{""Receptacles and device outlets"": 40, ""Code compliance and standards"": 35, ""NEC article interpretation"": 25}"
-cuW5q7dJ1A,Ugzr8cvUWIHIXBbxwap4AaABAg,"{""Conductor terminations and splicing"": 80, ""Short-circuit protection"": 20}"
-cuW5q7dJ1A,UgxLzC0hnmC2aqVe_-B4AaABAg,"{""Conductor sizing and ampacity"": 40, ""Overcurrent protection"": 35, ""Conductor insulation types"": 25}"
-cuW5q7dJ1A,UgwMLWVro2mrYqcEvI94AaABAg,"{""Grounding systems"": 15, ""Bonding systems"": 15, ""Conductor insulation types"": 25, ""Conductor terminations and splicing"": 25, ""Voltage drop and circuit performance"": 20}"
-cuW5q7dJ1A,Ugx-HBEmwAZM_XuH7G54AaABAg,"{""Code compliance and standards"": 40, ""Conductor insulation types"": 35, ""Conductor terminations and splicing"": 25}"
-cuW5q7dJ1A,UgwEehI6ZBAbL3CZqSF4AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,UgxDmyOdBouji3YrQmZ4AaABAg,"{""Conductor terminations and splicing"": 35, ""Workmanship and installation quality"": 25, ""Conductor insulation types"": 20, ""Code compliance and standards"": 20}"
-cuW5q7dJ1A,UgwdTMIFPLl9YxTetux4AaABAg,"{""Electrical theory and fundamentals"": 40, ""Electrical safety practices"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,Ugwhg1a9QTGOFN17gK14AaABAg,"{""Jobsite workflow, tools, and best practices"": 45, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Code compliance and standards"": 25}"
-cuW5q7dJ1A,Ugw2eaodW-uBYw_-XHZ4AaABAg,"{""Branch circuit design"": 40, ""Grounding systems"": 18, ""Bonding systems"": 17, ""Inspection and testing procedures"": 25}"
-cuW5q7dJ1A,UgybWuwrkenGzcsyOqx4AaABAg,"{""Conductor terminations and splicing"": 75, ""Workmanship and installation quality"": 25}"
-cuW5q7dJ1A,UgzLLgvH3Mw8dbDGYgR4AaABAg,"{""Conduit and raceway systems"": 50, ""Conductor terminations and splicing"": 30, ""Switching devices and control"": 20}"
-cuW5q7dJ1A,UgwYLyU13aSXYVOwnLl4AaABAg,"{""Receptacles and device outlets"": 30, ""Grounding systems"": 13, ""Bonding systems"": 12, ""Overcurrent protection"": 25, ""Device mounting and installation"": 20}"
-cuW5q7dJ1A,UgxiU0ZC4Rg94RmnqbF4AaABAg,"{""Conductor routing methods"": 40, ""Overcurrent protection"": 35, ""Inspection and testing procedures"": 25}"
-cuW5q7dJ1A,UgyCRS_9qj1UQz33rU14AaABAg,"{""Cable management and labeling"": 50, ""Cable tray and cable support systems"": 30, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,Ugwgo8kzqixVziYuML54AaABAg,"{""Switching devices and control"": 40, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Conductor sizing and ampacity"": 30}"
-cuW5q7dJ1A,UgyaJwxFAt8EooNN5614AaABAg,"{""Jobsite workflow, tools, and best practices"": 50, ""Conductor terminations and splicing"": 50}"
-cuW5q7dJ1A,UgzAWDKo3gObrgBUPGp4AaABAg,"{""Receptacles and device outlets"": 50, ""Conductor terminations and splicing"": 30, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,Ugzjmg9MkmGd7qDaxzV4AaABAg,"{""Luminaires and lighting fixtures"": 25, ""Switching devices and control"": 25, ""Wire gauge and conductor selection"": 25, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,UgxwyTlHxeCmbu5VsSt4AaABAg,"{""Conductor terminations and splicing"": 75, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,Ugw2ycsCVGOj7nEpjph4AaABAg,"{""Wire gauge and conductor selection"": 30, ""Grounding systems"": 15, ""Bonding systems"": 15, ""Switching devices and control"": 20, ""Conductor sizing and ampacity"": 20}"
-cuW5q7dJ1A,UgwH5k4OKCB14JyjYIJ4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 35, ""Conductor sizing and ampacity"": 25}"
-cuW5q7dJ1A,UgyHKco0eWhnMQO_aYF4AaABAg,"{""Lighting control systems"": 25, ""Inspection and testing procedures"": 20, ""CCTV and surveillance wiring"": 15}"
-cuW5q7dJ1A,Ugzqn7U05JWOcWNsK414AaABAg,"{""Conductor insulation types"": 40, ""Fault current paths"": 30, ""Conductor terminations and splicing"": 30}"
-cuW5q7dJ1A,Ugwwp98BaTXStKd2l0l4AaABAg,"{""Grounding systems"": 20, ""Bonding systems"": 20, ""Conductor sizing and ampacity"": 35, ""Switching devices and control"": 25}"
-cuW5q7dJ1A,Ugz83Lpndk3hqAb4DbB4AaABAg,"{""Conductor terminations and splicing"": 70, ""Conductor routing methods"": 30}"
-cuW5q7dJ1A,Ugz8viBHAnom6o64lcx4AaABAg,"{""Jobsite workflow, tools, and best practices"": 80, ""Conductor terminations and splicing"": 20}"
-cuW5q7dJ1A,UgyNOoZd8ruUfE4eY454AaABAg,"{""Receptacles and device outlets"": 40, ""Conductor terminations and splicing"": 60}"
-cuW5q7dJ1A,Ugy0_nFxHjPzhRXhqEp4AaABAg,"{""Conductor terminations and splicing"": 50, ""Electrical safety practices"": 30, ""Jobsite workflow, tools, and best practices"": 20}"
-cuW5q7dJ1A,UgzuTFSJIG2bRZNaHch4AaABAg,"{""Conductor routing methods"": 40, ""Conductor terminations and splicing"": 40, ""Workmanship and installation quality"": 20}"
-cuW5q7dJ1A,Ugx4AOjZnBFvoxXt0bN4AaABAg,"{""Electrical safety practices"": 40, ""Conductor terminations and splicing"": 35, ""Electrical service equipment"": 25}"
-cuW5q7dJ1A,UgxcrQXqEinuxWOEDGN4AaABAg,"{""Conductor terminations and splicing"": 40, ""Workmanship and installation quality"": 35, ""PPE usage and hazard mitigation"": 25}"
-cuW5q7dJ1A,UgybC9pC-c3tYn-IH1p4AaABAg,"{""Electrical safety practices"": 35, ""Workmanship and installation quality"": 30, ""Grounding systems"": 10, ""Bonding systems"": 10, ""Wire gauge and conductor selection"": 15}"
-cuW5q7dJ1A,UgwZVDMyjS5i5GXHYyh4AaABAg,"{""Conductor terminations and splicing"": 75, ""Electrical safety practices"": 25}"
-cuW5q7dJ1A,UgyGp2tDQO5dwEmtj6V4AaABAg,"{""Luminaires and lighting fixtures"": 40, ""Switching devices and control"": 35, ""Wire gauge and conductor selection"": 25}"
-cuW5q7dJ1A,UgwQlwW4BMUYDt9PhUR4AaABAg,"{""Receptacles and device outlets"": 60, ""Code compliance and standards"": 20, ""Device mounting and installation"": 20}"
-cuW5q7dJ1A,UgzS94TgWgmaFFqnOph4AaABAg,"{""Conductor sizing and ampacity"": 75, ""Electrical theory and fundamentals"": 25}"
-cuW5q7dJ1A,UgxQJScJa0uftrm19nt4AaABAg,"{""Low-voltage systems"": 80, ""Commissioning and troubleshooting"": 20}"
-cuW5q7dJ1A,Ugxsbd0RHt6keaPDJdV4AaABAg,"{""Conductor terminations and splicing"": 60, ""Jobsite workflow, tools, and best practices"": 30, ""Code compliance and standards"": 10}"
-cuW5q7dJ1A,UgyvggMizrydGX-k9St4AaABAg,"{""Conductor terminations and splicing"": 55, ""Receptacles and device outlets"": 25, ""Device mounting and installation"": 20}"
-cuW5q7dJ1A,UgxLLEz7FgYxjpekyyd4AaABAg,"{""Conductor insulation types"": 40, ""Conductor terminations and splicing"": 35, ""Grounding systems"": 13, ""Bonding systems"": 12}"
-cuW5q7dJ1A,Ugyoun6iHN6UzFXdEfh4AaABAg,"{""Conductor terminations and splicing"": 75, ""Jobsite workflow, tools, and best practices"": 25}"
-cuW5q7dJ1A,UgySZvtRbM-u0Iql0694AaABAg,"{""Electrical theory and fundamentals"": 45, ""Protection coordination and device selection"": 30, ""Surge protection and transient mitigation"": 13, ""Overcurrent protection"": 12}"
-cuW5q7dJ1A,Ugw9L4cQPlsDjCGFA314AaABAg,"{""Conductor terminations and splicing"": 100}"
-cuW5q7dJ1A,Ugya34Cu_MbDJUuZbAp4AaABAg,"{""Conductor terminations and splicing"": 75, ""Workmanship and installation quality"": 25}"
-dkccM0h9AM,UgzM5h9l7JrQQ4wMYXB4AaABAg,"{""Conduit and raceway systems"": 50, ""Overhead service installation"": 50}"
