VideoID,Title,URL,Problem,Solution,Topics,Subtopics,ViewCount,LikeCount
DSMq61CoTa8,Cut Perfect Electrical Outlet Holes Without Measuring!,https://www.youtube.com/watch?v=DSMq61CoTa8,"Locating and cutting accurate access holes for outlet boxes behind thick paneling/half‑inch siding is slow and error-prone using measurements alone, risking misaligned outlets and damaged faceplates.","Make a simple magnetic locator/template by mounting earth magnets on a thin cork/plastic strip that fits over the outlet mounting screws; press it against the finished panel to transfer the box center and orientation, mark, drill corner holes and cut the opening with a jigsaw — optionally recess the outlet to protect the cover.","Tools (40%), Planning (25%), Wiring (20%), Safety (15%)","Magnetic template & hand tools (Tools) (40%), Layout/marking technique and workflow/time-saving (Planning) (25%), Outlet box access, centering and recessing (Wiring) (20%), Preventing faceplate damage and safe cutting practice (Safety) (15%)",152308.0,1265.0
0tAgesTV6-Y,electrical work techniques,https://www.youtube.com/watch?v=0tAgesTV6-Y,"The provided transcript (""[Music] to"") is incomplete/insufficient to identify a problem or technical content.",Request the full or a longer transcript (or additional context/timestamps). Explain that classification requires substantive content and offer to reprocess once more information is provided.,"Education (70%), Planning (30%)","Content completeness (70%), Clarification request / next steps (30%)",106508.0,2284.0
7BD3S87mCgg,demolition work @ungalpaul #shorts #plumbing #electrical,https://www.youtube.com/watch?v=7BD3S87mCgg,"The transcript contains only a brief non-technical phrase and a music cue, so there is no identifiable electrical engineering problem or context to analyze.","Unable to extract problem/solution details from this input; request a longer or more detailed transcript or additional context (e.g., project description, specific fault, or dialogue) to classify and extract information.",Undefined (100%),Non-technical / Insufficient data (100%),1192.0,18.0
_P3EcqLMkEk,BEST STUD FINDER PERIOD !!! #tech #techhelp #shortsvideo #tipsandtricks #electrical #construction,https://www.youtube.com/watch?v=_P3EcqLMkEk,Electronic stud finders are unreliable for locating studs/screws in drywall.,Use a high-powered magnet run across the wall to find the screws holding the drywall to the studs — cheap and consistently effective.,"Tools (60%), Education (25%), Safety (15%)","Stud finding / Fastener detection (60%), DIY tip / How-to (25%), Avoiding damage to wiring/plumbing and wall integrity (15%)",8444.0,202.0
pCRWWvQgKvU,26110 Basic Electrical Construction Drawings   Video Lecture   Part II,https://www.youtube.com/watch?v=pCRWWvQgKvU,"Students and apprentices need to learn how to read and interpret electrical construction drawings (site plans, floor plans, sectional/elevation views, title blocks, symbols, scales, one-line/power riser diagrams and shop/panel schedules) and apply NEC requirements shown on those drawings.","Instructor reviews NNCCER Level 1 module content step-by-step: explains types of drawings, title/revision blocks, line types and symbols, architect scales, sectional views for wiring methods, one-line/power riser and panel schedules, and highlights key NEC rules (receptacle spacing, kitchen small-appliance circuits and GFCI, 80% loading). Students are told to consult specifications, ask instructors, and follow PPE/safety.","Education (40%), Wiring (25%), Codes & Regulations (20%), Planning (10%), Safety (5%)","Construction drawing fundamentals / blueprint reading (30%), Electrical symbols, line types and one-line (power riser) diagrams (25%), NEC requirements (receptacle spacing, kitchen circuits, GFCI, loading) (20%), Site/floor/sectional views, scales and shop/panel schedules (15%), PPE and safe work practices (10%)",,
8Wgc4R_aW3Y,switch board wiring #electrical shorts#tips#learn#electrical#youtube shorts#shorts..,https://www.youtube.com/watch?v=8Wgc4R_aW3Y,"The transcript contains only music and a single unintelligible token (""foreign""); no electrical engineering problem or context is present to extract.",No solution can be determined from the provided audio-only/music transcript; request a clear spoken transcript or additional relevant audio/text.,Undefined (100%),No discernible content / Insufficient data (100%),,
VpjTqjVASRg,Apprentice Electrical Engineer | Make It Into: Construction,https://www.youtube.com/watch?v=VpjTqjVASRg,"A practice electrical engineer is concerned about being ""thrown in the deep end"" with limited practical experience and confidence while needing to learn how to set out a building's electrical systems (switches, sockets, etc.) and balance study with on-the-job learning.","Paired on-the-job mentoring and practical project work combined with ongoing formal study—asking questions, hands-on practice, and supportive colleagues help build skills and confidence.","Education (60%), Planning (30%), Wiring (10%)","On-the-job training (40%), Formal coursework (20%), Electrical layout / set-out (20%), Mentoring & workflow (10%), Basic wiring fixtures (switches/sockets) (10%)",15363.0,128.0
68kuus5S_C4,electrical work #short #shortvideos#electrical #electricalshorts #electricalti;#shorts #wirejoint,https://www.youtube.com/watch?v=68kuus5S_C4,The transcript contains only a brief expression of thanks and music; no problem is presented.,No solution is provided in the transcript.,Undefined (100%),No content (100%),,
qnYQg8dn0Dg,Good Workmanship in Electrical Construction,https://www.youtube.com/watch?v=qnYQg8dn0Dg,"Whether electrical work must only meet minimum code requirements or also be ""neat and workmanlike"" (how NEC 110.12 is interpreted in practice), including what that means for installations, inspector/customer perception, and workmanship standards.","The speaker interprets NEC 110.12 and references ANSI/NECA 1-2015 to clarify expectations: meet all specific NEC requirements (close unused openings, avoid damage/contamination, properly support cables/conductors), follow manufacturer/listing instructions, and adopt accepted industry workmanship practices (level/plumb installations, secure fittings, corrosion protection). Practical advice: always install to code as a minimum, consider adopting ANSI/NECA workmanship standards, clean up and avoid damage, and aim for professional, neat work to satisfy inspectors and customers.","Codes & Regulations (45%), Wiring (30%), Education (15%), Planning (10%)","NEC compliance / 110.12 interpretation (30%), ANSI/NECA workmanship standards (15%), Installation practices (level, plumb, supports, boxes, raceways) (20%), Equipment protection & storage (prevent damage/contamination) (10%), Inspection & customer expectations (10%), Aesthetics & professional workmanship (10%), Training / continual skill improvement (5%)",48603.0,2091.0
t1rDVod_dCI,Electrical Techniques Certificate Program,https://www.youtube.com/watch?v=t1rDVod_dCI,"Prospective electricians feel inexperienced and intimidated by the breadth of electrical work and need practical, job-ready skills and confidence to enter apprenticeships and the workforce.","An electrical techniques program providing classroom instruction plus hands-on labs across residential, commercial, industrial, and electronics work, with supportive instructors to accelerate learning and prepare students for apprenticeships and employment.","Education (40%), Wiring (25%), Technology (15%), Planning (10%), Tools (10%)","Apprenticeship & hands-on training (Education) (40%), Residential/Commercial/Industrial wiring & installation (Wiring) (25%), Electronics and controls (Technology) (15%), Career planning and workforce readiness (Planning) (10%), Lab equipment and practical skills (Tools) (10%)",6441.0,
SKGkP5E6Ke0,Electrical Blueprint Knowledge For Beginners,https://www.youtube.com/watch?v=SKGkP5E6Ke0,"The viewer (Edward) is having trouble reading electrical blueprints and understanding common electrical symbols and basic wiring layout (switch legs, receptacles, lighting, and circuit grouping).","The speaker walks through common blueprint symbols and their orientation, explains switch legs, daisy-chaining receptacles and lights, identifies special devices (GFCI, 240V plugs, dimmers, smoke detectors, telephone jack), and gives practical wiring/layout tips (separating plugs and lights, where to run wires) aimed at apprentices.","Education (50%), Wiring (40%), Planning (10%)","Education - Blueprint symbols (30%), Education - Apprenticeship/training guidance (20%), Wiring - Switch legs & daisy-chaining (15%), Wiring - Receptacles & GFCI (15%), Wiring - Lighting & dimmers (10%), Planning - Circuit separation strategy (10%)",188942.0,2366.0
q-46Ruirlh4,Best way to install ground rod #electrical #craftsman #dewalt #remodeling #tools,https://www.youtube.com/watch?v=q-46Ruirlh4,"Driving a grounding rod into the soil without repeatedly using a hand hammer (which can damage the rod tip) for a faster, cleaner installation.",Use a hammer drill fitted with a ground-rod driver adapter and a battery adapter (to use a preferred battery platform) so the drill's hammer action drives the rod fully into the ground; purchased tools from Lowe's (~$120 plus adapter).,"Tools (50%), Wiring (25%), Education (25%)","Power tool adaptation/attachments (50%), Ground rod installation/grounding (25%), DIY product review/tutorial (25%)",4013.0,38.0
aIb_lIVINNk,Electrical Construction &amp; Maintenance Certificate Program at Thaddeus Stevens College of Technology,https://www.youtube.com/watch?v=aIb_lIVINNk,"Concern about entering the workforce young and lacking practical, hands-on experience for electrical construction jobs.","Enrolled in an electrical construction and maintenance program that provides classroom instruction plus extensive hands-on, on-site training (daily site exposure for months) to learn commercial/industrial and residential wiring, resulting in confidence and job readiness.","Education (60%), Wiring (30%), Tools (10%)","Hands-on Training (35%), Commercial/Industrial Wiring (30%), Residential Interior Wiring (15%), Field Site Experience (10%), Tools & Equipment Familiarity (10%)",1421.0,
E4cl5BgsUk4,Electrical Tips and Tricks to fixing Short wires,https://www.youtube.com/watch?v=E4cl5BgsUk4,"Short conductors in junction boxes or panels that are too short to attach devices or plugs, making connections difficult or impossible.","Demonstrated three practical fixes: (1) extend with a pigtail using scrap Romex — strip, insert, twist and secure with a wire nut; (2) use push-fit extension connectors (the larger ""Geek Mars""-style) to extend a single short wire; (3) use Wago lever-style connectors to join multiple short conductors and provide a pigtail/out feed for devices. Also showed stripping and twisting technique with strippers and lineman's pliers.","Wiring (50%), Tools (25%), Education (20%), Safety (5%)","Splicing & Pigtails (45%), Connector selection & use (Wago, push-fit, wire nut) (25%), Wire stripping & conductor prep (20%), Safety & when to call a pro (10%)",6799.0,391.0
b9v8rzvXW6w,Light fixture above a vanity  | Electrical tip #shorts #electrical #homeimprovement,https://www.youtube.com/watch?v=b9v8rzvXW6w,"Need a secure, adjustable mounting for a light fixture above a mirror without relying on an old-work box secured only to drywall; final fixture choice/placement is uncertain during install.","Install a blocking element deep in the wall and place a round electrical box that can be screwed into the block (not the drywall), leave the box accessible by poking a hole so the fixture can be adjusted later once mirror/fixture decisions are made.","Planning (45%), Wiring (35%), Tools (20%)","Fixture placement and spacing relative to mirror/ceiling (45%), Electrical box selection and mounting/blocking (35%), Drywall access / provisional opening for later adjustment (20%)",9223.0,229.0
CSFgtq7wLcs,Troubleshooting Electrical Problems  - Step 1 - DIY,https://www.youtube.com/watch?v=CSFgtq7wLcs,"Technician walking into an electrical fault with no history, causing long, unfocused troubleshooting.","Ask the customer about recent work or events (e.g., new outlet or switch) to identify a starting point, then begin diagnosis at the suspected device (replaced outlet) or at the panel if no specific cause is identified.","Education (50%), Planning (30%), Wiring (20%)","Troubleshooting methodology (50%), Diagnostic strategy / workflow (30%), Outlet and panel diagnosis (20%)",13558.0,128.0
7Xha-33YYlo,Being A Commercial  ⚡Electrician⚡  - Shell &amp; Ground Up Electrical Construction Projects,https://www.youtube.com/watch?v=7Xha-33YYlo,"Winning and executing commercial ground-up (shell) and tenant-improvement electrical projects while accurately bidding, coordinating with utilities/other trades, complying with excavation/permit rules, and scheduling crews/materials.","Follow the blueprints, get a complete parts/fixture list from your wholesaler, contact the utility before bidding and include contract language about who handles licensed digging, estimate labor by taking total project duration and reducing it (example: -40%) to reflect non-continuous crew time, use experienced crews and preferred suppliers (e.g., Square D), and include contingency for unknowns.","Planning (40%), Wiring (30%), Codes & Regulations (20%), Education (10%)","Bid estimation & scheduling (25%), Contract/utility coordination & excavation responsibilities (15%), Site electrical installation (conduits, parking lot lights, stub-outs) (20%), Equipment selection (switchgear, panels, fixtures) (10%), Excavation/right-of-way and licensing rules (12%), Permits & inspections (rough/pass) (8%), On-the-job training / crew experience (7%), Project management best practices (3%)",16258.0,337.0
zgaP87YvQcI,Construction Top Tips - Electrical Safety Tip 4,https://www.youtube.com/watch?v=zgaP87YvQcI,"Inadequate on-site safety culture and behavior—people not stopping to question or verify hazards (especially around electricity and working at heights), leading to increased risk of injury.","Foster a shared responsibility safety culture: empower everyone (principal contractors, subcontractors, employees) to stop work, ask questions, verify hazards, and obtain confirmation that conditions are safe before proceeding; reinforce through training and clear communication.","Safety (70%), Education (20%), Planning (10%)","Safety culture & behavior (40%), Hazard recognition & stop-work authority (30%), Training & communication (20%), Electrical & working-at-heights hazards (10%)",1002.0,1.0
YAFUXjZgxu0,Program Information Session ~ Carpentry and Renovation Technician / Electrical Techniques,https://www.youtube.com/watch?v=YAFUXjZgxu0,"Prospective students and stakeholders are uncertain about program format (hybrid vs in-person), hands-on lab access, curriculum details, co-op/employment outcomes, and student supports for the carpentry and electrical trades programs.","Held a virtual open house and campus/program tour (faculty presentations, student testimony, facility photos/video) that explained program structure (1- and 2-year options), courses, hands-on labs and tools, co-op placement and career paths, safety practices, hybrid delivery plans, scholarships, and contact resources/website for follow-up.","Education (30%), Tools (25%), Planning (15%), Technology (10%), Safety (12%), Codes & Regulations (8%)","Curriculum & Credentials (18%), Student Support & Outcomes (12%), Shop Equipment & Hands-on Labs (20%), Portable Tools & Power Tools (5%), Career Pathways & Co-op Placement (15%), Hybrid Delivery & Virtual Tour (10%), Shop Safety & Dust Control (12%), Building Codes & Estimating (8%)",1034.0,10.0
IebflvdLVvM,Ep-2 How to calculate Electrical load | Electrical Load Estimation | Load Calculation Sheet,https://www.youtube.com/watch?v=IebflvdLVvM,"Preparing an electrical load list for a project — determining connected and demand loads by area/equipment, applying appropriate diversity factors, and getting total kW and line current (so cable sizing can be selected); user may be unfamiliar with building the Excel dropdown/tool.","Use a ready-made Excel worksheet with area/equipment/load-type dropdowns that auto-assign diversity factors (lighting 0.8, small power 0.7, HVAC 0.9, pump 1.0); enter unit wattage and quantity to compute connected load and demand load per item, aggregate to total kW; Excel can be edited to add missing items and line-current/cable-sizing is handled in a follow-up video.","Planning (50%), Tools (25%), Education (25%)","Load estimation & demand calculation (50%), Excel dropdowns & automation (25%), Tutorial / training video (25%)",129388.0,1203.0
oDBqZOOIFno,Electrical hazards and safety,https://www.youtube.com/watch?v=oDBqZOOIFno,"The transcript addresses the danger posed by high-voltage transmission lines and the risk of electrocution from downed lines or creating a path to ground, and explains why some animals (birds) can sit on wires without being shocked while others (squirrels) can be injured.","The narration explains that transformers raise generator voltage for efficient long-distance transmission (typical Long Island transmission voltages: 69 kV or 138 kV), defines ""path to ground"" as how electricity seeks ground (e.g., lightning), and uses the bird-vs-squirrel example to demonstrate that avoiding a path to ground prevents shock — conveying safety awareness about keeping distance from lines and not creating conductive paths.","Safety (50%), Education (30%), Technology (20%)","Electrical Hazards / Path to Ground (50%), Public Awareness / Animal-safety Examples (30%), Transformers & Transmission Voltage (20%)",173925.0,1537.0
hAPCx0Ilsak,Carpentry and Renovation Techniques and Technician programs and Electrical Techniques programs,https://www.youtube.com/watch?v=hAPCx0Ilsak,"Preparing students for entry into carpentry and electrical trades during a time of high industry demand and COVID-related limits on in-person training, while ensuring they gain practical wiring, safety, code, and apprenticeship-ready skills.","Niagara College delivers one- and two-year carpentry and electrical techniques programs emphasizing hands-on shop labs, co-op placements and apprenticeship pathways, supplied core tools/PPE, simulated trainers and real projects (modular/small-house), experienced industry faculty, and curriculum covering wiring, conduit/EMT, motor control, PLCs, data cabling, blueprint reading, estimating, and strict safety/lockout procedures.","Education (30%), Wiring (20%), Safety (15%), Tools (10%), Technology (10%), Codes & Regulations (15%)","Curriculum & Hands-on Learning (18%), Co-op & Apprenticeship Pathways (11%), Residential Wiring (11%), Commercial/Industrial Wiring & Conduit (6%), Motor Control & Instrumentation (4%), Health & Safety Training (8%), Lockout/Tagout & PPE (4%), Shop Rules & COVID Measures (3%), Tool Provision & Toolbelts (5%), Shop Equipment & Dust Collection (3%), Hand & Power Tool Training (2%), PLCs & Smart Relays (4%), Data Cabling & Fiber Optics (3%), Electronic Theory & Testing (3%), Building Codes & Blueprint Reading (8%), Canadian Electrical Code & Compliance (4%), Estimating & Contract Documents (3%)",913.0,20.0
0ZsigMQWH20,7 TIPS to Prepare for an Electrical Apprenticeship,https://www.youtube.com/watch?v=0ZsigMQWH20,"New electrical apprentices often lack practical guidance on workplace behavior, safety, tools, standards and expectations, which can impede learning, create inefficiency and increase safety risk.","Seven concise apprenticeship tips: be early (20 minutes), bring a solid lunch and water, ask questions and seek mentors, learn trades vernacular, study AS/NZS 3000 (the electrical ""bible""), invest in quality tools, and always prioritize safety and report unsafe conditions.","Education (30%), Safety (25%), Tools (15%), Codes & Regulations (15%), Planning (15%)","Apprenticeship skills & workplace culture (30%), Workplace safety & OHS practices (25%), Tool selection & maintenance (15%), AS/NZS 3000 compliance (15%), Job preparation & logistics (punctuality, lunch, hydration) (15%)",2506.0,76.0
WXrq7suaDko,Why electricians should give props to the other trades #electricalcontractor #electrician,https://www.youtube.com/watch?v=WXrq7suaDko,"Electrical contractors often fail to promote or acknowledge other trades on site, which can hurt relationships and future opportunities.","Encourage contractors to genuinely praise other trades to the GC/owner when appropriate (find something positive if they're not perfect), ""pay it forward"" to build rapport and win future work.","Education (70%), Planning (30%)","Professional Development (40%), Soft Skills (30%), Jobsite Coordination (20%), Stakeholder Relations (10%)",3357.0,124.0
hz8RShXd-X4,Electrical Pre-Apprenticeship Program,https://www.youtube.com/watch?v=hz8RShXd-X4,"Lack of accessible, focused practical training and clear career pathways for electricians that enable quick employment without heavy student debt and that address barriers for underrepresented groups (e.g., women) on job sites.","An intensive, focused electrician training/apprenticeship program delivering hands-on skills to become a journeyperson, enabling students to earn within the first year without long-term debt and providing supportive on-site preparedness for women.","Education (65%), Planning (25%), Safety (10%)","Apprenticeship & Hands-on Training (45%), Career Pathways & Employability (20%), Financial Advantage / No Student Debt (20%), Workplace Inclusion & Site Readiness (15%)",14687.0,59.0
B0XyDf0o-Vw,Bathroom Electrical Tips,https://www.youtube.com/watch?v=B0XyDf0o-Vw,"Renovating a bathroom with old, unsafe wiring (knob-and-tube and open splices), limited box depth and tight stud bays, while needing to lay out code-appropriate circuits, device placement (considering wainscoting/tile and vanity), and safe cable routing.","Remove and replace unsafe/old wiring, install a three-gang switch box with separate switches for fan, vanity light and shower light; run new circuits (14/2 for 15A lighting and 12/2 dedicated 20A GFCI-protected outlet circuit), use adjustable boxes for tiled wainscoting, fish/staple cables through joists, use Wago connectors for splices, add nail plates where needed, maintain clearance from trim and set switch/outlet heights to suit tile/vanity.","Wiring (40%), Safety (25%), Planning (15%), Codes & Regulations (10%), Tools (10%)","Circuit Design & Branching (30%), Replacing/Removing Old Wiring & Hazards (20%), GFCI & Outlet Placement/Heights (15%), Box Volume, Depth & Mounting (15%), Installation Practices & Protective Measures (10%), Tools & Connectors (Wago, staples, drill) (10%)",27746.0,437.0
TFAlTj2KtiQ,7 AMAZING Electrical Hidden Secrets You Should Know! Tips &amp; Tricks,https://www.youtube.com/watch?v=TFAlTj2KtiQ,"DIYers need reliable, safe, and efficient techniques for common electrical tasks (stripping, making hook ends, switch orientation, splicing, insulating, connector choices, and locating wires) and want to avoid unsafe shortcuts that can cause failures or fire.","The presenter demonstrates seven practical tips: use the built-in outlet strip gauge and ear loops to strip wire and form shepherd hooks; check switch orientation by reading the manufacturer label; avoid simple knot splices and use Western Union (lineman) splices with solder, flux, silicone, and heat-shrink; use solder-seal butt connectors and Wago 221 push-lever connectors as faster alternatives; and locate wires with a wire tracer. Emphasis on proper soldering and insulating to prevent arcing and fire.","Wiring (40%), Tools (30%), Safety (15%), Education (15%)","Splicing & Connections (35%), Connectors & Push-Terminals (20%), Soldering & Heat-shrink Technique (15%), Wire Stripping & Hook Formation (10%), Wire Tracing & Testing (10%), Orientation & Label Inspection (5%), Fire Risk Mitigation (5%)",20751.0,1508.0
yY9xDsL9Td0,Electrical &amp; plumbing work in construction of house | civil engineer videos tamil,https://www.youtube.com/watch?v=yY9xDsL9Td0,The speaker is presenting a civil engineering channel update and referring to a previous video that covered brickwork problems.,The presenter addressed the topic by publishing (and referring viewers to) a prior video on brickwork problems as part of their educational channel content and thanked the audience.,Education (100%),"Civil/Construction Education (60%), Brickwork Problems (40%)",2317.0,39.0
RuLBKTC82ik,Important Tips for Electrical Home Wiring While Building Home | UltraTech Cement #BaatGharKi,https://www.youtube.com/watch?v=RuLBKTC82ik,"Poor planning and placement of electrical outlets and switches during house construction can lead to awkward interiors, insufficient capacity for appliances, safety risks (shock/malfunction), and added retrofit costs.",Plan outlet locations during construction based on room layouts and furniture/appliance positions; install high-capacity switches in kitchen and living room; add one or two extra sockets in bedrooms and bathrooms; ensure sockets/switches are ISI-marked and properly earthed; provide outdoor outlets for maintenance/gardening.,"Planning (35%), Wiring (30%), Safety (25%), Codes & Regulations (10%)","Outlet placement & furniture layout (35%), High-capacity switches and extra sockets (30%), Earthing and shock prevention (25%), ISI marking & standards compliance (10%)",4057.0,21.0
p7sKhGZaBsc,Bending Electrical Conduit Don&#39;t Miss These Tips for Professional Results!,https://www.youtube.com/watch?v=p7sKhGZaBsc,Need to create a precise conduit bend/offset (correct degree and spacing/tailpiece length) to position conduit accurately for routing.,"Use a conduit bender and layout marks: choose the required bend angle (example 10°), measure and mark the tailpiece and the second point at the required spacing, align the bender shoe on the first mark, make the bend, rotate and seat the conduit to form the offset, verify alignment/degree and adjust as needed while observing hand safety.","Wiring (50%), Tools (30%), Safety (20%)","Conduit bending & offset layout (50%), Conduit bender operation & measurement technique (30%), Hand/handling safety during bending (20%)",42671.0,107.0
0KFKIY0SLaA,Electrical Hoist Wiring Diagram / Crane wiring / Overhead crane @CircuitInfo,https://www.youtube.com/watch?v=0KFKIY0SLaA,Learn and understand an electrical hoist wiring diagram.,A YouTube video tutorial presenting and explaining the electrical hoist wiring diagram and its connections (instructional demonstration).,"Wiring (70%), Education (30%)","Hoist wiring diagram (50%), Motor control / contactors (20%), Video tutorial / instruction (30%)",202268.0,1984.0
bPJBt9BAyZ0,How to fix bowed shiplap 💪 #construction #tipsandtricks #shorts #builder #tips #skills #shiplap,https://www.youtube.com/watch?v=bPJBt9BAyZ0,"A shiplap board won't pull down and is misaligned, preventing proper installation.","Cut a scrap wood shim slightly longer than the gap, insert it above the board and hammer it to lever the board down into alignment, then secure it with a trim nailer using additional nails for a solid hold.","Tools (50%), Planning (35%), Safety (15%)","Hand & Power Tools (hammer, trim gun) (40%), Installation Technique: shimming and leveraging (30%), Fastening/Nailing technique (20%), Jobsite Safety practices (10%)",29010.0,647.0
gGN6HPo9TnA,Electrical Power Generation Transmission Distribution System,https://www.youtube.com/watch?v=gGN6HPo9TnA,"The transcript contains only nonverbal audio cues (""music"") and unintelligible fragments, so there is no technical content or problem statement to extract.","Request a clearer, contentful transcript or the original audio for re-transcription; unable to provide a technical classification from the provided input.",Undefined (100%),Incomprehensible audio / insufficient data (100%),121203.0,1427.0
O4r-IcT-39I,How to start and grow your electrical contracting business in 2023! All my tips and tricks.,https://www.youtube.com/watch?v=O4r-IcT-39I,"Electricians and small electrical contractors struggle to grow their businesses due to limited marketing, low visibility, insufficient certifications, lack of modern business processes, and under‑use of technology and diversification.","The speaker recommends a multi‑pronged approach: actively network and build referral partnerships; obtain relevant certifications to build trust; adopt service management software and simple digital tools for documentation and marketing (e.g., FieldPulse, Google Photos); diversify services and team skills (EV chargers, solar, gate motors, low voltage); maintain up‑to‑date industry/product knowledge; and implement structured marketing and paperwork systems (flyers, email campaigns, SOPs/contracts).","Planning (50%), Education (30%), Technology (20%)","Networking & Referrals (20%), Marketing & Lead Generation (20%), Business Operations / Paperwork & SOPs (10%), Certifications & Training (20%), Industry Trends & Product Knowledge (10%), Service Management Software & CRM (12%), Job‑site Documentation Tools (photos/videos) (8%)",22061.0,697.0
QV94gJKxlhI,Who invented table fan? #electrical #arduino #arduinoproject #electrical #construction #kakinada,https://www.youtube.com/watch?v=QV94gJKxlhI,"The provided transcript contains only the single word ""foreign,"" making the content unreadable or in an unknown language and preventing extraction of meaningful electrical-engineering information.","Request clarification or the full transcript (or its language) and offer to translate or re-run transcription; if immediate action is needed, apply an automated translation/transcription tool to recover the full content.","Education (60%), Technology (40%)","Language translation / clarification (60%), Transcription tools / automated speech recognition (40%)",3949.0,
m_zstkqs0F4,Top 10 Construction Tips &amp; Hacks That Work Extremely Well,https://www.youtube.com/watch?v=m_zstkqs0F4,"Construction and DIY projects often suffer from wasted time, mistakes, safety hazards, poor finishes, and inefficiency due to inadequate planning, tool care, layout, and workspace organization.","A set of 10 practical hacks: plan thoroughly (use CAD/project apps), use layout tools (chalk line/laser level), organize and equip the workbench, keep tools sharp, use magnets and painter’s tape for layout/fastening, dry-fit assemblies, paint top-down, mix small concrete batches by hand, and maintain daily cleanup to improve speed, quality, and safety.","Tools (40%), Planning (25%), Safety (20%), Education (10%), Technology (5%)","Tool maintenance & organization (40%), Project planning & measurement (25%), Site cleanliness & hazard prevention (20%), DIY tips & skill development (10%), Laser levels & CAD/digital planning tools (5%)",780.0,1.0
JYCvnyaNzvY,FOOTINGS 2 FINISHED S3 Ep.3- Electrical Walk-Through New Construction,https://www.youtube.com/watch?v=JYCvnyaNzvY,"Deciding placement of electrical outlets, switches, and lighting fixtures during new-construction electrical walkthrough so homeowner preferences and code requirements are met.","Conduct an on-site electrical walkthrough with the builder and lighting vendor to mark switch/box locations, choose fixture types (fans, chandeliers, recessed lighting), place outlets per code, and coordinate homeowner selections (use tools like a Pinterest board to prepare).","Planning (45%), Wiring (30%), Codes & Regulations (15%), Education (10%)","Lighting layout & fixture selection (25%), Switch & outlet placement decisions (20%), Rough-in wiring and box placement (15%), Recessed/overhead fixture wiring (15%), Outlet spacing & code-required placements (10%), Homeowner walkthrough / vendor coordination (10%), Electrical safety/compliance (5%)",387.0,1.0
E879G_rxrVU,New Home Construction Electrical Walk-through Tonight on Footings 2 Finished,https://www.youtube.com/watch?v=E879G_rxrVU,Determining where to place lights in a new build (Lot 4) during the electrical walkthrough.,Perform an on-site electrical walkthrough to plan lighting locations and explain the decision process via a YouTube walkthrough/demo.,"Planning (50%), Education (30%), Wiring (20%)","Lighting layout & placement (40%), Site electrical walkthrough / decision process (10%), Tutorial / YouTube demonstration (30%), Fixture selection & circuit routing basics (20%)",455.0,0.0
PXCFaaN4_QM,Home Electrical What you need to know now! installation electrique de batiment complet A-Z,https://www.youtube.com/watch?v=PXCFaaN4_QM,"The transcript contains almost exclusively non-verbal markers (music, applause) with only a few unintelligible words, so no electrical-engineering content or actionable information can be extracted.","Request a clearer, content-rich transcript or the original audio; if reprocessing is needed, run improved audio-to-text (ASR) with noise reduction and music-speech separation or perform a manual transcription and provide contextual notes to enable classification.","Tools (60%), Technology (40%)","Speech-to-text / ASR (60%), Audio processing / Noise reduction (40%)",196317.0,3224.0
NKPTnkh6VNQ,"Starting an electrical business, Top Tips, Working away",https://www.youtube.com/watch?v=NKPTnkh6VNQ,"A young electrician (Jimbo) is transitioning to self-employment and faces the common challenges of starting and running a one-person electrical business: finding steady work, pricing, cashflow/tax/accounting, tools/van investment, time management, and learning how to market himself.","He mitigated risk by keeping part-time subcontract/agency work for guaranteed income while building his own client base; kept meticulous records (Excel) and set aside ~20% for tax; hired a suitable accountant; invested gradually in a racked van and essential tools; used social media/YouTube for marketing; prioritized reputation (punctuality, communication, quality) and selectively priced jobs to avoid a race to the bottom.","Planning (40%), Education (20%), Tools (15%), Technology (15%), Wiring (10%)","Business setup & finance (20%), Pricing & contracts (15%), Accountancy & tax practices (5%), CPD & on‑the‑job learning (12%), Software learning (Excel, Premiere Pro) (8%), Van fit‑out & racking (8%), Power tools selection & use (7%), Social media & YouTube marketing (10%), Video editing/production time investment (5%), Industrial vs domestic work strategy (6%), Jobsite professionalism (punctuality, communication, tidying) (4%)",5979.0,116.0
wrG7OodlWRw,House Roof Electrical Conduit pipe detailed Explanation tamil,https://www.youtube.com/watch?v=wrG7OodlWRw,"The transcript is largely unintelligible/garbled; only fragments mention ""elevation length"" and ""attached bathroom,"" so the main challenge (likely planning bathroom elevation/measurements) cannot be clearly determined from the audio.","No concrete technical solution is present in the transcript. Recommended action: provide a clearer transcript or original audio/drawings. If the intended problem is setting an attached-bathroom elevation, the solution would be to take precise field measurements, set elevation dimensions on the plan, and update drawings while communicating steps clearly.","Planning (60%), Education (40%)","Layout/Measurements (50%), Instructional Content / Transcript Quality (50%)",136702.0,1222.0
tsh3c3RbQtI,Top 7 basics electrical wiring  | basic house wiring tips for beginners | Circuit Tamil,https://www.youtube.com/watch?v=tsh3c3RbQtI,No technical problem is presented; the transcript contains only music and brief greetings with no engineering issue described.,No solution is provided in the transcript.,Undefined (100%),Non-technical audio/greeting content (100%),777544.0,22289.0
